2026-07-12T18:30:15.288402900Z,claude cold (spawn + round trip),2834,3580,4248
2026-07-12T18:30:17.235327400Z,ollama glm4:9b warm (spawn + inference),241,246,248
2026-07-13T07:22:55.417918200Z,ollama glm4:9b warm (spawn + inference),245,247,249
2026-07-13T07:23:16.422226Z,claude cold (spawn + round trip),2556,3493,4314
